pontosfrageis,pontosfortes,,
"1) Estrutura Física:O espaço é pequeno, não existe um anfiteatro para que os alunos possa difundir cultura;

2)Faixa Etária: Por se tratar de ensino médio a família não se envolve como deveriam;

3) Desagregação Familiar: Muitos alunos adolescentes não vivem com a família original;

4)Desestimulo por parte da família: Em muitos casos a familia é analfabeta e acham que os filhos não precisam estudar &quot;muito&quot;.

5) Usuários: Um número expressivo de alunos já dependentes de drogas,em especial no turno noturno.","1) Disponibilidade: A escola se preocupa com o combate às drogas

2) Integração do profissionais quando o assunto é droga;

3) Parcerias entre a escola e comunidade terapêutica.

4) Parceria com o Conselho Tutelar e Secretaria de saúde.

5) Apoio da SRE para as açoes de combate às drogas.

.",3,PUD002-2014.1-A
"Trabalho em duas escolas que são realidades bem diferentes, uma delas se localiza em bairro de periferia e a realidade de nível cultural, financeira que estão atreladas também às dificuldades e carências familiar fazem com que a comunidade caminhe ao encontro da problemática &quot; drogas &quot;, portanto temos alguns sintomas no comportamento dos alunos, no entanto, a equipe técnico  juntamente com os profissionais de educação se uniram em prol da resolução desses problemas, conquistando a clientela e com isso, diminuindo as probabilidades de casos mais sérios.","Como já citei acima, repito que a união de todos os envolvidos em educação na escola citada acima, como problema maior, nos levou a alcançar grandes objetivos em relação à problemática das drogas em questão.
Já na outra escola, a família é completamente presente, já que se trata de bairro central, onde se enfrenta outro tipo de realidade...",3,PUD002-2014.1-A
"a região é de grande vulnerabilidade social

Foi criada em volta de um grande presídio.

A região foi esquecida pelo poder publico durante décadas.

 Região sem industrialização.

Serviços públicos quase nenhum/ e ou de baixa qualidade.","Profissionais comprometidos.

Esforço da direção em reverter o quadro (alunos)

Grande esforço em mobilizar a comunidade.

Abertura da escola á comunidade(escola aberta)",3,PUD002-2014.1-A
"Possibilidade de exclusão de uma determinada série por falta de alunos.

 Indisponibilidade de tempo por parte de alguns familiares para participar dos eventos da escola;

.Necessita-se  de uma quadra para um melhor desenvolvimento das crianças em jogos etc..

Necessita -se da Internet pois hoje, ela é a base de tudo. 

.","Retorno das disciplinas ingles e filosofia

 / empenho dos professores e dos alunos, disciplina, rigor e 
responsabilidade / 

atitudes professores e alunos, busca para melhoria, interação / reconhecimento

 / diversidade de conhecimento dos professores / resultados apresentado favoráveis acesso a cursos de formação continuada

/ discussão constantes relacionadas à melhoria do ensino/aprendizagem / interação grupo/ preocupação grande / amplo e agradável",3,PUD002-2014.1-A
"Frágeis: a escola encontra-se próxima a uma zona de risco. Alto índice de violência e criminalidade, o que na maioria das vezes afastam alunos da mesma. Muitos citam que tem medo de ir a escola em função desta insegurança proveniente de pontos de drogas.
5 Características:
1- Drogas: ponto de vendas envolvendo a comunidade próxima a escola.
2-Localização: a localização da escola é bastante fragilizada e está em pontos estratégicos de disputa de drogas.
3-Desinteresse: em função de pontos negativos citados acima como fonte de drogas , os alunos acabam preferindo ficar em casa ou trabalhar do que ir para a escola
4-Insegurança: a escola não possui vigilância . Acredito que se um profissional de segurança estivesse todos os turnos na escola, isso traria mais segurança para todos.
5-Reforçar a Política de prevenção ao uso de drogas.","Os pontos fortes são:
1-Por se tratar de um lugar localizado ao tráfico, vejo que os professores procuram manter diálogos com todos os alunos colocando em pauta as consequências do uso de drogas.

2-Alunos tem interesse na escola  quando lhe são apresentados aulas expositivas , debates , palestras sobre o assunto uso de drogas.

3-A escola tem nome , tradição e a Comunidade enxerga a mesma como referência, mesmo diante de todos os problemas relacionados a droga , ao incentivo a aprendizagem e a participação da família na inclusão do aluno na mesma

4-A Escola procura oferecer apoio aos alunos a partir do momento em que os mesmos são matriculados.

5-Consciência coletiva de profissionais com apoio da Comunidade( pais , alunos) .",3,PUD002-2014.1-A
"1º - Estar próxima a um bairro de risco;

2º - Muitas famílias desestruturadas;

3º - Adolescentes convivendo diretamente com usuários;

4º - Falta de perspectiva profissional; 

5º - falta do apoio de órgãos públicos.","1º -  Apoio às famílias de usuários;

2º - Apoio de ONGs;

3º -Atividades sobre os efeitos e riscos das drogas;

4º - Palestras com pessoas que já fizeram uso; 

5º - Rodas de conversa o tema.",3,PUD002-2014.1-A
"Uso de drogas lícitas e ilícitas em frente o ambiente escolar.

Relações conflituosas com a família.

Ausência de referência de autoridade e limites definidos e respeitados.

Conflitos entre aluno-aluno, aluno-professor.

Não participação dos pais na vida escolar do aluno.","Palestras contra uso de drogas.

Projeto segundo tempo.

Presença de policiais e guardas municipais no ambiente escolar

Boas expectativas em relação ao futuro e projeto de vida do adolescente.

Participação de 30% dos pais na vida escolar do aluno.",3,PUD002-2014.1-A
"* A escola atende a alunos que vem de uma região onde o tráfico e uso de drogas é forte;
* Muitos pais de alunos são usuários de drogas, sejam elas lícitas ou ilícitas;
*Muitos profissionais não gostam de se envolver com o assunto, seja por medo ou comodismo;
* É uma escola que possui um espaço amplo e sem muros o que dificulta o controle de saída e entrada na escola;
*Atendemos alunos de diversas regiões da cidade, o que dificulta muitas vezes conhecer a realidade dos mesmos.","* A direção está atenta às mudanças da sociedade;
* Os poucos profissionais que estão envolvidos com o tema , possuem uma grande vontade de mudar  o perfil dos nossos alunos;
*As parecerias da escola são fortes, e pretendemos criar novas parcerias.
*A sociedade ainda acredita na escola como forma de transformação social;
*É uma escola acolhedora.",3,PUD002-2014.1-A
"Influência de pessoas advinda de outros lugares(amizades)
Falta de conhecimento, relacionado ao uso de drogas
Ingênuidade
Forma de aparecer, perante os outros
Bebida Social
Liberdade e tempo ocioso
Espirito de aventura e auto-afirmação
A curiosidade na adolescência
Verbalização de expectativas negativas com relação ao desenvolvimento e desempenho dos alunos; 
 Repressão e estigmatização, focada em alguns alunos e pela comunidade","Fatores de proteção: Pontos fortes da minha escola
Religiosidade;
Participação em decisões da escola e comunidade;
Preservação Cultural;
Respeito aos mais velhos e as regras;
Participação nas atividades do diaadia em casa e na comunidade;
Relações amistosas e de cooperação entre família e escola;
Estímulo à prática das atividades escolares;
Relações de respeito mútuo, compromisso e cooperação entre agentes educativos;
Promoção de atividades sociais, esportivas e culturais significativas à comunidade; 
 presença de afetividade e confiança no ambiente escolar;",3,PUD002-2014.1-A
"VEJO COMO PONTOS FRÁGEIS NA ESCOLA EM QUE ATUO: A FALTA DE UM TRABALHO SISTEMÁTICO SOBRE DROGAS.
UM PROJETO ANUAL QUE CONTEMPLE A EDUCAÇÃO CÍVICA COM A INCLUSÃO DE VALORES, VIRTUDES, BOAS MANEIRAS, GENTILEZAS E CULTURA SOBRE BOA EDUCAÇÃO E VALORIZAÇÃO DA FAMÍLIA, EDUCADORES.
FALTA DE UM ESPAÇO PARA ENCONTROS, DISCUSSÕES, TROCAS DE EXPERIÊNCIAS ENTRE PROFESSORES, PEDAGOGOS E DIREÇÃO.
USO DE IMAGENS E TECNOLOGIA PARA FACILITAR A APRENDIZAGEM DE MODO GERAL.","OS PONTOS FORTES EM MINHA VISÃO SÃO:
INCLUSÃO DE NOVAS PARCERIAS COM A ÁREA DA SAÚDE, PALESTRANTES E OUTROS.
AMPLA DIVULGAÇÃO DE CURSOS PARA MELHORAR OS CONHECIMENTOS SOBRE DROGAS.
ESTRATÉGIAS COM BOAS DINÂMICAS PARA A EFETIVA PARTICIPAÇÃO DOS PAIS EM MOMENTOS PRAZEROSOS NA ESCOLA.",3,PUD002-2014.1-A
"Não há muito o que falar em relação a escola eu acredito que a questão da comunicação.
 Trabalhos com temas específicos para os adolescentes de prevenção e orientação preparando-o para o futuro fora da escola; porque lidamos com as crianças desde a pré escola e isto nos torna ainda mais próximo deles e precisamos prepará-los para após este contato.
 Um trabalho direcionado a valorização das diferenças com maior frequência ja que lidamos com adolescentes.","*Muito companheiras
*Sempre dispostas a ajudar e abraçar as causas em favor da Instituição e das crianças se destaca pelo excelente trabalho que executa na comunidade.
Muito acolhedora e busca auxiliar as necessidades das crianças que frequentam a instituição.",3,PUD002-2014.1-A
"MINHA ESCOLA FICA SITUADA EM UMA ÁREA EM QUE MUITOS PAIS DE NOSSOS ALUNOS SÃO USUÁRIOS DE DROGAS,PRESOS E ATÉ ALGUNS TRAFICANTES
É UMA ESCOLA POBRE EM ALGUNS RECURSOS","POR SER UMA ESCOLA PEQUENA,É MAIS FÁCIL LIDAR COM OS ALUNOS QUE MUITAS VEZES SÃO CARENTES DE AFETO
O CONTATO COM AS FAMÍLIAS TAMBÉM É BEM GRANDE",3,PUD002-2014.1-A
"- Ausência de informações e orientações dos familiares dos educandos;

- A carência afetiva e financeira dos nossos alunos;

- O acesso aos avanços tecnológicos ainda é muito limitado;

- O espaço físico não é adequado para atender todas as necessidades escolares, ex. falta quadra, sala de vídeo, etc;

- Presença do alcoolismo em algumas famílias, influenciado diretamente na vida de nossas crianças;

Cursista: Derlene Almeida Ramos","- A escola é situada numa comunidade rural ( pequena ), favorecendo o intercâmbio entre escola e comunidade;

- Compromisso e dedicação dos profissionais da escola;

- Relação afetiva entre discentes, docentes, setor pedagógico e administrativo;

- Ausência de drogas e de violência no ambiente escolar;

- Fácil e livre acesso da comunidade na escola;

Cursista: Derlene Almeida Ramos",3,PUD002-2014.1-A
"Falta de conhecimento sobre as drogas.
Falta de rede entre policia militar e escola.
.","Escola de interior com pouca incidência de drogas.
Pouco trafíco ao redor da escola.",3,PUD002-2014.1-A
"os pontos frágeis:Escola periférica, comunidade escolar de baixa renda,alto índice de desestrutura familiar,baixo rendimento escolar.","Os pontos fortes: Equipe pedagógica bem comprometida, união entre educadores, reunião de conselho de classe frequentes,um ambiente amigável e uma boa relação entre alunos e educadores.",3,PUD002-2014.1-A
